date,state,city,place_type,confirmed,deaths,order_for_place,is_last,popEst,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-13,TO,TOTAL,state,26,0,27,True,1572866.0,17.0,1.65303,
2020-04-12,TO,TOTAL,state,26,0,26,False,1572866.0,17.0,1.65303,
2020-04-11,TO,TOTAL,state,25,0,25,False,1572866.0,17.0,1.58946,
2020-04-10,TO,TOTAL,state,23,0,24,False,1572866.0,17.0,1.4623,
2020-04-09,TO,TOTAL,state,23,0,23,False,1572866.0,17.0,1.4623,
2020-04-08,TO,TOTAL,state,23,0,22,False,1572866.0,17.0,1.4623,
2020-04-07,TO,TOTAL,state,19,0,21,False,1572866.0,17.0,1.20799,
2020-04-06,TO,TOTAL,state,19,0,20,False,1572866.0,17.0,1.20799,
2020-04-05,TO,TOTAL,state,17,0,19,False,1572866.0,17.0,1.08083,
2020-04-04,TO,TOTAL,state,16,0,18,False,1572866.0,17.0,1.01725,
2020-04-03,TO,TOTAL,state,13,0,17,False,1572866.0,17.0,0.82652,
2020-04-02,TO,TOTAL,state,12,0,16,False,1572866.0,17.0,0.76294,
2020-04-01,TO,TOTAL,state,12,0,15,False,1572866.0,17.0,0.76294,
2020-03-31,TO,TOTAL,state,12,0,14,False,1572866.0,17.0,0.76294,
2020-03-30,TO,TOTAL,state,11,0,13,False,1572866.0,17.0,0.69936,
2020-03-29,TO,TOTAL,state,10,0,12,False,1572866.0,17.0,0.63578,
2020-03-28,TO,TOTAL,state,9,0,11,False,1572866.0,17.0,0.5722,
2020-03-27,TO,TOTAL,state,9,0,10,False,1572866.0,17.0,0.5722,
2020-03-26,TO,TOTAL,state,8,0,9,False,1572866.0,17.0,0.50863,
2020-03-25,TO,TOTAL,state,7,0,8,False,1572866.0,17.0,0.44505,
2020-03-24,TO,TOTAL,state,7,0,7,False,1572866.0,17.0,0.44505,
2020-03-23,TO,TOTAL,state,7,0,6,False,1572866.0,17.0,0.44505,
2020-03-22,TO,TOTAL,state,5,0,5,False,1572866.0,17.0,0.31789,
2020-03-21,TO,TOTAL,state,2,0,4,False,1572866.0,17.0,0.12716,
2020-03-20,TO,TOTAL,state,1,0,3,False,1572866.0,17.0,0.06358,
2020-03-19,TO,TOTAL,state,1,0,2,False,1572866.0,17.0,0.06358,
2020-03-18,TO,TOTAL,state,1,0,1,False,1572866.0,17.0,0.06358,
2020-04-13,TO,Araguaína,city,6,0,18,True,180470.0,1702109.0,3.32465,
2020-04-12,TO,Araguaína,city,6,0,17,False,180470.0,1702109.0,3.32465,
2020-04-11,TO,Araguaína,city,6,0,16,False,180470.0,1702109.0,3.32465,
2020-04-10,TO,Araguaína,city,6,0,15,False,180470.0,1702109.0,3.32465,
2020-04-09,TO,Araguaína,city,6,0,14,False,180470.0,1702109.0,3.32465,
2020-04-08,TO,Araguaína,city,6,0,13,False,180470.0,1702109.0,3.32465,
2020-04-07,TO,Araguaína,city,5,0,12,False,180470.0,1702109.0,2.77054,
2020-04-06,TO,Araguaína,city,5,0,11,False,180470.0,1702109.0,2.77054,
2020-04-05,TO,Araguaína,city,4,0,10,False,180470.0,1702109.0,2.21643,
2020-04-04,TO,Araguaína,city,4,0,9,False,180470.0,1702109.0,2.21643,
2020-04-03,TO,Araguaína,city,3,0,8,False,180470.0,1702109.0,1.6623299999999999,
2020-04-02,TO,Araguaína,city,3,0,7,False,180470.0,1702109.0,1.6623299999999999,
2020-04-01,TO,Araguaína,city,3,0,6,False,180470.0,1702109.0,1.6623299999999999,
2020-03-31,TO,Araguaína,city,3,0,5,False,180470.0,1702109.0,1.6623299999999999,
2020-03-30,TO,Araguaína,city,2,0,4,False,180470.0,1702109.0,1.10822,
2020-03-29,TO,Araguaína,city,1,0,3,False,180470.0,1702109.0,0.55411,
2020-03-28,TO,Araguaína,city,1,0,2,False,180470.0,1702109.0,0.55411,
2020-03-27,TO,Araguaína,city,1,0,1,False,180470.0,1702109.0,0.55411,
2020-04-13,TO,Cariri do Tocantins,city,1,0,3,True,4382.0,1703867.0,22.820629999999998,
2020-04-12,TO,Cariri do Tocantins,city,1,0,2,False,4382.0,1703867.0,22.820629999999998,
2020-04-11,TO,Cariri do Tocantins,city,1,0,1,False,4382.0,1703867.0,22.820629999999998,
2020-04-13,TO,Dianópolis,city,1,0,10,True,22139.0,1707009.0,4.51692,
2020-04-12,TO,Dianópolis,city,1,0,9,False,22139.0,1707009.0,4.51692,
2020-04-11,TO,Dianópolis,city,1,0,8,False,22139.0,1707009.0,4.51692,
2020-04-10,TO,Dianópolis,city,1,0,7,False,22139.0,1707009.0,4.51692,
2020-04-09,TO,Dianópolis,city,1,0,6,False,22139.0,1707009.0,4.51692,
2020-04-08,TO,Dianópolis,city,1,0,5,False,22139.0,1707009.0,4.51692,
2020-04-07,TO,Dianópolis,city,1,0,4,False,22139.0,1707009.0,4.51692,
2020-04-06,TO,Dianópolis,city,1,0,3,False,22139.0,1707009.0,4.51692,
2020-04-05,TO,Dianópolis,city,1,0,2,False,22139.0,1707009.0,4.51692,
2020-04-04,TO,Dianópolis,city,1,0,1,False,22139.0,1707009.0,4.51692,
2020-04-13,TO,Gurupi,city,1,0,6,True,86647.0,1709500.0,1.15411,
2020-04-12,TO,Gurupi,city,1,0,5,False,86647.0,1709500.0,1.15411,
2020-04-11,TO,Gurupi,city,1,0,4,False,86647.0,1709500.0,1.15411,
2020-04-10,TO,Gurupi,city,1,0,3,False,86647.0,1709500.0,1.15411,
2020-04-09,TO,Gurupi,city,1,0,2,False,86647.0,1709500.0,1.15411,
2020-04-08,TO,Gurupi,city,1,0,1,False,86647.0,1709500.0,1.15411,
2020-04-13,TO,Palmas,city,16,0,27,True,299127.0,1721000.0,5.3489,
2020-04-12,TO,Palmas,city,16,0,26,False,299127.0,1721000.0,5.3489,
2020-04-11,TO,Palmas,city,15,0,25,False,299127.0,1721000.0,5.01459,
2020-04-10,TO,Palmas,city,15,0,24,False,299127.0,1721000.0,5.01459,
2020-04-09,TO,Palmas,city,15,0,23,False,299127.0,1721000.0,5.01459,
2020-04-08,TO,Palmas,city,15,0,22,False,299127.0,1721000.0,5.01459,
2020-04-07,TO,Palmas,city,13,0,21,False,299127.0,1721000.0,4.34598,
2020-04-06,TO,Palmas,city,13,0,20,False,299127.0,1721000.0,4.34598,
2020-04-05,TO,Palmas,city,12,0,19,False,299127.0,1721000.0,4.01167,
2020-04-04,TO,Palmas,city,11,0,18,False,299127.0,1721000.0,3.67737,
2020-04-03,TO,Palmas,city,10,0,17,False,299127.0,1721000.0,3.34306,
2020-04-02,TO,Palmas,city,9,0,16,False,299127.0,1721000.0,3.0087599999999997,
2020-04-01,TO,Palmas,city,9,0,15,False,299127.0,1721000.0,3.0087599999999997,
2020-03-31,TO,Palmas,city,9,0,14,False,299127.0,1721000.0,3.0087599999999997,
2020-03-30,TO,Palmas,city,9,0,13,False,299127.0,1721000.0,3.0087599999999997,
2020-03-29,TO,Palmas,city,9,0,12,False,299127.0,1721000.0,3.0087599999999997,
2020-03-28,TO,Palmas,city,8,0,11,False,299127.0,1721000.0,2.67445,
2020-03-27,TO,Palmas,city,8,0,10,False,299127.0,1721000.0,2.67445,
2020-03-26,TO,Palmas,city,8,0,9,False,299127.0,1721000.0,2.67445,
2020-03-25,TO,Palmas,city,7,0,8,False,299127.0,1721000.0,2.3401400000000003,
2020-03-24,TO,Palmas,city,7,0,7,False,299127.0,1721000.0,2.3401400000000003,
2020-03-23,TO,Palmas,city,7,0,6,False,299127.0,1721000.0,2.3401400000000003,
2020-03-22,TO,Palmas,city,5,0,5,False,299127.0,1721000.0,1.67153,
2020-03-21,TO,Palmas,city,2,0,4,False,299127.0,1721000.0,0.66861,
2020-03-20,TO,Palmas,city,1,0,3,False,299127.0,1721000.0,0.33431,
2020-03-19,TO,Palmas,city,1,0,2,False,299127.0,1721000.0,0.33431,
2020-03-18,TO,Palmas,city,1,0,1,False,299127.0,1721000.0,0.33431,
2020-04-13,TO,Paraíso do Tocantins,city,1,0,3,True,51252.0,1716109.0,1.95114,
2020-04-12,TO,Paraíso do Tocantins,city,1,0,2,False,51252.0,1716109.0,1.95114,
2020-04-11,TO,Paraíso do Tocantins,city,1,0,1,False,51252.0,1716109.0,1.95114,
2020-04-13,AC,TOTAL,state,90,3,28,True,881935.0,12.0,10.204830000000001,0.0333
2020-04-12,AC,TOTAL,state,77,2,27,False,881935.0,12.0,8.7308,0.026
2020-04-11,AC,TOTAL,state,72,2,26,False,881935.0,12.0,8.16387,0.0278
2020-04-10,AC,TOTAL,state,70,2,25,False,881935.0,12.0,7.9370899999999995,0.0286
2020-04-09,AC,TOTAL,state,62,2,24,False,881935.0,12.0,7.03,0.0323
2020-04-08,AC,TOTAL,state,58,2,23,False,881935.0,12.0,6.57645,0.0345
2020-04-07,AC,TOTAL,state,50,2,22,False,881935.0,12.0,5.66935,0.04
2020-04-06,AC,TOTAL,state,50,1,21,False,881935.0,12.0,5.66935,0.02
2020-04-05,AC,TOTAL,state,48,0,20,False,881935.0,12.0,5.44258,
2020-04-04,AC,TOTAL,state,46,0,19,False,881935.0,12.0,5.2158,
2020-04-03,AC,TOTAL,state,46,0,18,False,881935.0,12.0,5.2158,
2020-04-02,AC,TOTAL,state,45,0,17,False,881935.0,12.0,5.1024199999999995,
2020-04-01,AC,TOTAL,state,43,0,16,False,881935.0,12.0,4.87564,
2020-03-31,AC,TOTAL,state,42,0,15,False,881935.0,12.0,4.7622599999999995,
2020-03-30,AC,TOTAL,state,41,0,14,False,881935.0,12.0,4.64887,
2020-03-29,AC,TOTAL,state,34,0,13,False,881935.0,12.0,3.8551599999999997,
2020-03-28,AC,TOTAL,state,25,0,12,False,881935.0,12.0,2.83468,
2020-03-27,AC,TOTAL,state,25,0,11,False,881935.0,12.0,2.83468,
2020-03-26,AC,TOTAL,state,23,0,10,False,881935.0,12.0,2.6079,
2020-03-25,AC,TOTAL,state,23,0,9,False,881935.0,12.0,2.6079,
2020-03-24,AC,TOTAL,state,21,0,8,False,881935.0,12.0,2.3811299999999997,
2020-03-23,AC,TOTAL,state,17,0,7,False,881935.0,12.0,1.9275799999999998,
2020-03-22,AC,TOTAL,state,11,0,6,False,881935.0,12.0,1.24726,
2020-03-21,AC,TOTAL,state,11,0,5,False,881935.0,12.0,1.24726,
2020-03-20,AC,TOTAL,state,7,0,4,False,881935.0,12.0,0.79371,
2020-03-19,AC,TOTAL,state,4,0,3,False,881935.0,12.0,0.45355,
2020-03-18,AC,TOTAL,state,3,0,2,False,881935.0,12.0,0.34016,
2020-03-17,AC,TOTAL,state,3,0,1,False,881935.0,12.0,0.34016,
2020-04-13,AC,Acrelândia,city,11,0,16,True,15256.0,1200013.0,72.10278000000001,
2020-04-12,AC,Acrelândia,city,10,0,15,False,15256.0,1200013.0,65.54798000000001,
2020-04-11,AC,Acrelândia,city,9,0,14,False,15256.0,1200013.0,58.99318,
2020-04-10,AC,Acrelândia,city,9,0,13,False,15256.0,1200013.0,58.99318,
2020-04-09,AC,Acrelândia,city,9,0,12,False,15256.0,1200013.0,58.99318,
2020-04-08,AC,Acrelândia,city,9,0,11,False,15256.0,1200013.0,58.99318,
2020-04-07,AC,Acrelândia,city,9,0,10,False,15256.0,1200013.0,58.99318,
2020-04-06,AC,Acrelândia,city,9,0,9,False,15256.0,1200013.0,58.99318,
2020-04-05,AC,Acrelândia,city,9,0,8,False,15256.0,1200013.0,58.99318,
2020-04-04,AC,Acrelândia,city,9,0,7,False,15256.0,1200013.0,58.99318,
2020-04-03,AC,Acrelândia,city,9,0,6,False,15256.0,1200013.0,58.99318,
2020-04-02,AC,Acrelândia,city,8,0,5,False,15256.0,1200013.0,52.43838,
2020-04-01,AC,Acrelândia,city,8,0,4,False,15256.0,1200013.0,52.43838,
2020-03-31,AC,Acrelândia,city,7,0,3,False,15256.0,1200013.0,45.883590000000005,
2020-03-30,AC,Acrelândia,city,6,0,2,False,15256.0,1200013.0,39.328790000000005,
2020-03-29,AC,Acrelândia,city,2,0,1,False,15256.0,1200013.0,13.1096,
2020-04-13,AC,Bujari,city,1,0,6,True,10266.0,1200138.0,9.74089,
2020-04-12,AC,Bujari,city,1,0,5,False,10266.0,1200138.0,9.74089,
2020-04-11,AC,Bujari,city,1,0,4,False,10266.0,1200138.0,9.74089,
2020-04-10,AC,Bujari,city,1,0,3,False,10266.0,1200138.0,9.74089,
2020-04-09,AC,Bujari,city,1,0,2,False,10266.0,1200138.0,9.74089,
2020-04-08,AC,Bujari,city,1,0,1,False,10266.0,1200138.0,9.74089,
2020-04-13,AC,Cruzeiro do Sul,city,2,0,1,True,88376.0,1200203.0,2.26306,
2020-04-13,AC,Plácido de Castro,city,7,0,8,True,19761.0,1200385.0,35.42331,
2020-04-12,AC,Plácido de Castro,city,5,0,7,False,19761.0,1200385.0,25.30236,
2020-04-11,AC,Plácido de Castro,city,4,0,6,False,19761.0,1200385.0,20.241889999999998,
2020-04-10,AC,Plácido de Castro,city,4,0,5,False,19761.0,1200385.0,20.241889999999998,
2020-04-09,AC,Plácido de Castro,city,3,0,4,False,19761.0,1200385.0,15.181420000000001,
2020-04-08,AC,Plácido de Castro,city,2,0,3,False,19761.0,1200385.0,10.12095,
2020-04-07,AC,Plácido de Castro,city,1,0,2,False,19761.0,1200385.0,5.06047,
2020-04-06,AC,Plácido de Castro,city,1,0,1,False,19761.0,1200385.0,5.06047,
2020-04-13,AC,Porto Acre,city,1,0,16,True,18504.0,1200807.0,5.40424,
2020-04-12,AC,Porto Acre,city,1,0,15,False,18504.0,1200807.0,5.40424,
2020-04-11,AC,Porto Acre,city,1,0,14,False,18504.0,1200807.0,5.40424,
2020-04-10,AC,Porto Acre,city,1,0,13,False,18504.0,1200807.0,5.40424,
2020-04-09,AC,Porto Acre,city,1,0,12,False,18504.0,1200807.0,5.40424,
2020-04-08,AC,Porto Acre,city,1,0,11,False,18504.0,1200807.0,5.40424,
2020-04-07,AC,Porto Acre,city,1,0,10,False,18504.0,1200807.0,5.40424,
2020-04-06,AC,Porto Acre,city,1,0,9,False,18504.0,1200807.0,5.40424,
2020-04-05,AC,Porto Acre,city,1,0,8,False,18504.0,1200807.0,5.40424,
2020-04-04,AC,Porto Acre,city,1,0,7,False,18504.0,1200807.0,5.40424,
2020-04-03,AC,Porto Acre,city,1,0,6,False,18504.0,1200807.0,5.40424,
2020-04-02,AC,Porto Acre,city,1,0,5,False,18504.0,1200807.0,5.40424,
2020-04-01,AC,Porto Acre,city,1,0,4,False,18504.0,1200807.0,5.40424,
2020-03-31,AC,Porto Acre,city,1,0,3,False,18504.0,1200807.0,5.40424,
2020-03-30,AC,Porto Acre,city,1,0,2,False,18504.0,1200807.0,5.40424,
2020-03-29,AC,Porto Acre,city,1,0,1,False,18504.0,1200807.0,5.40424,
2020-04-13,AC,Rio Branco,city,68,3,28,True,407319.0,1200401.0,16.69453,0.0441
2020-04-12,AC,Rio Branco,city,60,2,27,False,407319.0,1200401.0,14.73047,0.0333
2020-04-11,AC,Rio Branco,city,57,2,26,False,407319.0,1200401.0,13.99395,0.0351
2020-04-10,AC,Rio Branco,city,55,2,25,False,407319.0,1200401.0,13.50293,0.0364
2020-04-09,AC,Rio Branco,city,48,2,24,False,407319.0,1200401.0,11.78438,0.0417
2020-04-08,AC,Rio Branco,city,45,2,23,False,407319.0,1200401.0,11.04785,0.0444
2020-04-07,AC,Rio Branco,city,39,2,22,False,407319.0,1200401.0,9.574810000000001,0.0513
2020-04-06,AC,Rio Branco,city,39,1,21,False,407319.0,1200401.0,9.574810000000001,0.0256
2020-04-05,AC,Rio Branco,city,38,0,20,False,407319.0,1200401.0,9.3293,
2020-04-04,AC,Rio Branco,city,36,0,19,False,407319.0,1200401.0,8.838280000000001,
2020-04-03,AC,Rio Branco,city,36,0,18,False,407319.0,1200401.0,8.838280000000001,
2020-04-02,AC,Rio Branco,city,36,0,17,False,407319.0,1200401.0,8.838280000000001,
2020-04-01,AC,Rio Branco,city,34,0,16,False,407319.0,1200401.0,8.34727,
2020-03-31,AC,Rio Branco,city,34,0,15,False,407319.0,1200401.0,8.34727,
2020-03-30,AC,Rio Branco,city,34,0,14,False,407319.0,1200401.0,8.34727,
2020-03-29,AC,Rio Branco,city,31,0,13,False,407319.0,1200401.0,7.61074,
2020-03-28,AC,Rio Branco,city,25,0,12,False,407319.0,1200401.0,6.1377,
2020-03-27,AC,Rio Branco,city,25,0,11,False,407319.0,1200401.0,6.1377,
2020-03-26,AC,Rio Branco,city,23,0,10,False,407319.0,1200401.0,5.64668,
2020-03-25,AC,Rio Branco,city,23,0,9,False,407319.0,1200401.0,5.64668,
2020-03-24,AC,Rio Branco,city,21,0,8,False,407319.0,1200401.0,5.15566,
2020-03-23,AC,Rio Branco,city,17,0,7,False,407319.0,1200401.0,4.17363,
2020-03-22,AC,Rio Branco,city,11,0,6,False,407319.0,1200401.0,2.70059,
2020-03-21,AC,Rio Branco,city,11,0,5,False,407319.0,1200401.0,2.70059,
2020-03-20,AC,Rio Branco,city,7,0,4,False,407319.0,1200401.0,1.71855,
2020-03-19,AC,Rio Branco,city,4,0,3,False,407319.0,1200401.0,0.98203,
2020-03-18,AC,Rio Branco,city,3,0,2,False,407319.0,1200401.0,0.73652,
2020-03-17,AC,Rio Branco,city,3,0,1,False,407319.0,1200401.0,0.73652,
2020-04-12,RO,TOTAL,state,42,2,23,True,1777225.0,11.0,2.3632299999999997,0.0476
2020-04-11,RO,TOTAL,state,34,2,22,False,1777225.0,11.0,1.9130900000000002,0.0588
2020-04-10,RO,TOTAL,state,32,2,21,False,1777225.0,11.0,1.80056,0.0625
2020-04-09,RO,TOTAL,state,28,2,20,False,1777225.0,11.0,1.57549,0.0714
2020-04-08,RO,TOTAL,state,26,1,19,False,1777225.0,11.0,1.46295,0.0385
2020-04-07,RO,TOTAL,state,23,1,18,False,1777225.0,11.0,1.29415,0.0435
2020-04-06,RO,TOTAL,state,18,1,17,False,1777225.0,11.0,1.01281,0.0556
2020-04-05,RO,TOTAL,state,14,1,16,False,1777225.0,11.0,0.78774,0.0714
2020-04-04,RO,TOTAL,state,11,1,15,False,1777225.0,11.0,0.6189399999999999,0.0909
2020-04-03,RO,TOTAL,state,10,1,14,False,1777225.0,11.0,0.56267,0.1
2020-04-02,RO,TOTAL,state,10,1,13,False,1777225.0,11.0,0.56267,0.1
2020-04-01,RO,TOTAL,state,9,1,12,False,1777225.0,11.0,0.50641,0.1111
2020-03-31,RO,TOTAL,state,9,1,11,False,1777225.0,11.0,0.50641,0.1111
2020-03-30,RO,TOTAL,state,8,1,10,False,1777225.0,11.0,0.45014,0.125
2020-03-29,RO,TOTAL,state,6,0,9,False,1777225.0,11.0,0.3376,
2020-03-28,RO,TOTAL,state,6,0,8,False,1777225.0,11.0,0.3376,
2020-03-27,RO,TOTAL,state,6,0,7,False,1777225.0,11.0,0.3376,
2020-03-26,RO,TOTAL,state,6,0,6,False,1777225.0,11.0,0.3376,
2020-03-25,RO,TOTAL,state,5,0,5,False,1777225.0,11.0,0.28134000000000003,
2020-03-24,RO,TOTAL,state,5,0,4,False,1777225.0,11.0,0.28134000000000003,
2020-03-22,RO,TOTAL,state,3,0,3,False,1777225.0,11.0,0.1688,
2020-03-21,RO,TOTAL,state,3,0,2,False,1777225.0,11.0,0.1688,
2020-03-20,RO,TOTAL,state,1,0,1,False,1777225.0,11.0,0.05627000000000001,
2020-04-12,RO,Ariquemes,city,7,0,3,True,107863.0,1100023.0,6.48971,
2020-04-11,RO,Ariquemes,city,2,0,2,False,107863.0,1100023.0,1.8542,
2020-04-10,RO,Ariquemes,city,2,0,1,False,107863.0,1100023.0,1.8542,
2020-04-12,RO,Jaru,city,1,0,14,True,51775.0,1100114.0,1.93143,
2020-04-11,RO,Jaru,city,1,0,13,False,51775.0,1100114.0,1.93143,
2020-04-10,RO,Jaru,city,1,0,12,False,51775.0,1100114.0,1.93143,
2020-04-09,RO,Jaru,city,1,0,11,False,51775.0,1100114.0,1.93143,
2020-04-08,RO,Jaru,city,1,0,10,False,51775.0,1100114.0,1.93143,
2020-04-07,RO,Jaru,city,1,0,9,False,51775.0,1100114.0,1.93143,
2020-04-06,RO,Jaru,city,1,0,8,False,51775.0,1100114.0,1.93143,
2020-04-05,RO,Jaru,city,1,0,7,False,51775.0,1100114.0,1.93143,
2020-04-04,RO,Jaru,city,1,0,6,False,51775.0,1100114.0,1.93143,
2020-04-03,RO,Jaru,city,1,0,5,False,51775.0,1100114.0,1.93143,
2020-04-02,RO,Jaru,city,1,0,4,False,51775.0,1100114.0,1.93143,
2020-04-01,RO,Jaru,city,1,0,3,False,51775.0,1100114.0,1.93143,
2020-03-31,RO,Jaru,city,1,0,2,False,51775.0,1100114.0,1.93143,
2020-03-30,RO,Jaru,city,1,0,1,False,51775.0,1100114.0,1.93143,
2020-04-12,RO,Ji-Paraná,city,1,0,23,True,128969.0,1100122.0,0.7753800000000001,
2020-04-11,RO,Ji-Paraná,city,1,0,22,False,128969.0,1100122.0,0.7753800000000001,
2020-04-10,RO,Ji-Paraná,city,1,0,21,False,128969.0,1100122.0,0.7753800000000001,
2020-04-09,RO,Ji-Paraná,city,1,0,20,False,128969.0,1100122.0,0.7753800000000001,
2020-04-08,RO,Ji-Paraná,city,1,0,19,False,128969.0,1100122.0,0.7753800000000001,
2020-04-07,RO,Ji-Paraná,city,1,0,18,False,128969.0,1100122.0,0.7753800000000001,
2020-04-06,RO,Ji-Paraná,city,1,0,17,False,128969.0,1100122.0,0.7753800000000001,
2020-04-05,RO,Ji-Paraná,city,1,0,16,False,128969.0,1100122.0,0.7753800000000001,
2020-04-04,RO,Ji-Paraná,city,1,0,15,False,128969.0,1100122.0,0.7753800000000001,
2020-04-03,RO,Ji-Paraná,city,1,0,14,False,128969.0,1100122.0,0.7753800000000001,
2020-04-02,RO,Ji-Paraná,city,1,0,13,False,128969.0,1100122.0,0.7753800000000001,
2020-04-01,RO,Ji-Paraná,city,1,0,12,False,128969.0,1100122.0,0.7753800000000001,
2020-03-31,RO,Ji-Paraná,city,1,0,11,False,128969.0,1100122.0,0.7753800000000001,
2020-03-30,RO,Ji-Paraná,city,1,0,10,False,128969.0,1100122.0,0.7753800000000001,
2020-03-29,RO,Ji-Paraná,city,1,0,9,False,128969.0,1100122.0,0.7753800000000001,
2020-03-28,RO,Ji-Paraná,city,1,0,8,False,128969.0,1100122.0,0.7753800000000001,
2020-03-27,RO,Ji-Paraná,city,1,0,7,False,128969.0,1100122.0,0.7753800000000001,
2020-03-26,RO,Ji-Paraná,city,1,0,6,False,128969.0,1100122.0,0.7753800000000001,
2020-03-25,RO,Ji-Paraná,city,1,0,5,False,128969.0,1100122.0,0.7753800000000001,
2020-03-24,RO,Ji-Paraná,city,1,0,4,False,128969.0,1100122.0,0.7753800000000001,
2020-03-22,RO,Ji-Paraná,city,1,0,3,False,128969.0,1100122.0,0.7753800000000001,
2020-03-21,RO,Ji-Paraná,city,1,0,2,False,128969.0,1100122.0,0.7753800000000001,
2020-03-20,RO,Ji-Paraná,city,1,0,1,False,128969.0,1100122.0,0.7753800000000001,
2020-04-12,RO,Ouro Preto do Oeste,city,2,0,5,True,36035.0,1100155.0,5.55016,
2020-04-11,RO,Ouro Preto do Oeste,city,1,0,4,False,36035.0,1100155.0,2.77508,
2020-04-10,RO,Ouro Preto do Oeste,city,1,0,3,False,36035.0,1100155.0,2.77508,
2020-04-09,RO,Ouro Preto do Oeste,city,1,0,2,False,36035.0,1100155.0,2.77508,
2020-04-08,RO,Ouro Preto do Oeste,city,1,0,1,False,36035.0,1100155.0,2.77508,
2020-04-12,RO,Porto Velho,city,27,2,22,True,529544.0,1100205.0,5.098730000000001,0.0741
2020-04-11,RO,Porto Velho,city,25,2,21,False,529544.0,1100205.0,4.72104,0.08
2020-04-10,RO,Porto Velho,city,23,2,20,False,529544.0,1100205.0,4.34336,0.087
2020-04-09,RO,Porto Velho,city,23,2,19,False,529544.0,1100205.0,4.34336,0.087
2020-04-08,RO,Porto Velho,city,21,1,18,False,529544.0,1100205.0,3.9656800000000003,0.0476
2020-04-07,RO,Porto Velho,city,19,1,17,False,529544.0,1100205.0,3.58799,0.0526
2020-04-06,RO,Porto Velho,city,14,1,16,False,529544.0,1100205.0,2.64378,0.0714
2020-04-05,RO,Porto Velho,city,10,1,15,False,529544.0,1100205.0,1.88842,0.1
2020-04-04,RO,Porto Velho,city,9,1,14,False,529544.0,1100205.0,1.6995799999999999,0.1111
2020-04-03,RO,Porto Velho,city,8,1,13,False,529544.0,1100205.0,1.51073,0.125
2020-04-02,RO,Porto Velho,city,8,1,12,False,529544.0,1100205.0,1.51073,0.125
2020-04-01,RO,Porto Velho,city,7,1,11,False,529544.0,1100205.0,1.32189,0.1429
2020-03-31,RO,Porto Velho,city,7,1,10,False,529544.0,1100205.0,1.32189,0.1429
2020-03-30,RO,Porto Velho,city,6,1,9,False,529544.0,1100205.0,1.13305,0.1667
2020-03-29,RO,Porto Velho,city,5,0,8,False,529544.0,1100205.0,0.94421,
2020-03-28,RO,Porto Velho,city,5,0,7,False,529544.0,1100205.0,0.94421,
2020-03-27,RO,Porto Velho,city,5,0,6,False,529544.0,1100205.0,0.94421,
2020-03-26,RO,Porto Velho,city,5,0,5,False,529544.0,1100205.0,0.94421,
2020-03-25,RO,Porto Velho,city,4,0,4,False,529544.0,1100205.0,0.75537,
2020-03-24,RO,Porto Velho,city,4,0,3,False,529544.0,1100205.0,0.75537,
2020-03-22,RO,Porto Velho,city,2,0,2,False,529544.0,1100205.0,0.37768,
2020-03-21,RO,Porto Velho,city,2,0,1,False,529544.0,1100205.0,0.37768,
2020-04-12,RO,Rolim de Moura,city,3,0,8,True,55058.0,1100288.0,5.4488,
2020-04-11,RO,Rolim de Moura,city,3,0,7,False,55058.0,1100288.0,5.4488,
2020-04-10,RO,Rolim de Moura,city,3,0,6,False,55058.0,1100288.0,5.4488,
2020-04-09,RO,Rolim de Moura,city,1,0,5,False,55058.0,1100288.0,1.81627,
2020-04-08,RO,Rolim de Moura,city,1,0,4,False,55058.0,1100288.0,1.81627,
2020-04-07,RO,Rolim de Moura,city,1,0,3,False,55058.0,1100288.0,1.81627,
2020-04-06,RO,Rolim de Moura,city,1,0,2,False,55058.0,1100288.0,1.81627,
2020-04-05,RO,Rolim de Moura,city,1,0,1,False,55058.0,1100288.0,1.81627,
2020-04-12,RO,Vilhena,city,1,0,8,True,99854.0,1100304.0,1.00146,
2020-04-11,RO,Vilhena,city,1,0,7,False,99854.0,1100304.0,1.00146,
2020-04-10,RO,Vilhena,city,1,0,6,False,99854.0,1100304.0,1.00146,
2020-04-09,RO,Vilhena,city,1,0,5,False,99854.0,1100304.0,1.00146,
2020-04-08,RO,Vilhena,city,1,0,4,False,99854.0,1100304.0,1.00146,
2020-04-07,RO,Vilhena,city,1,0,3,False,99854.0,1100304.0,1.00146,
2020-04-06,RO,Vilhena,city,1,0,2,False,99854.0,1100304.0,1.00146,
2020-04-05,RO,Vilhena,city,1,0,1,False,99854.0,1100304.0,1.00146,
2020-04-13,RS,TOTAL,state,685,17,32,True,11377239.0,43.0,6.02079,0.0248
2020-04-12,RS,TOTAL,state,664,16,31,False,11377239.0,43.0,5.8362099999999995,0.0241
2020-04-11,RS,TOTAL,state,653,16,30,False,11377239.0,43.0,5.73953,0.0245
2020-04-10,RS,TOTAL,state,640,15,29,False,11377239.0,43.0,5.6252699999999995,0.0234
2020-04-09,RS,TOTAL,state,636,14,28,False,11377239.0,43.0,5.59011,0.022
2020-04-08,RS,TOTAL,state,581,10,27,False,11377239.0,43.0,5.10669,0.0172
2020-04-07,RS,TOTAL,state,555,8,26,False,11377239.0,43.0,4.87816,0.0144
